id,name,japanName,hiragana,bust,waist,hip,height,birthday,blood_type,hobby,prefectures,age
11348,Ayano Azusa,綾乃梓,あやのあずさ,101.0,58.0,90.0,173.0,1983-06-15,O,ショッピング、カラオケ、ピアノ、バレーボール,栃木県,38.0
11352,Serizawa Aira,せりざわ愛蘭,せりざわあいら,85.0,56.0,80.0,157.0,1982-08-21,O,,大阪府,39.0
11366,Kuroki Ageha,黒木あげは,くろきあげは,85.0,59.0,88.0,165.0,,,,,
11376,Matuki Sayaka,松木さやか,まつきさやか,90.0,60.0,90.0,161.0,,,,,
11379,Morinaga Mika,森永みか,もりながみか,90.0,57.0,84.0,150.0,1982-09-21,A,,神奈川県,39.0
11401,Kusumoto Yukari,楠本ゆかり,くすもとゆかり,84.0,59.0,84.0,157.0,,,,,
11402,Sirayuki Aya,白雪彩,しらゆきあや,100.0,62.0,90.0,164.0,1983-03-03,A,ショッピング,,38.0
11412,Yabuki Ryouko,矢吹涼子,やぶきりょうこ,92.0,60.0,89.0,160.0,1972-07-17,B,映画鑑賞、料理,,49.0
11415,Hayasaka Mayumi,早坂まゆみ,はやさかまゆみ,93.0,,,,,,,,
11446,Tukasa,TSUKASA,つかさ,86.0,57.0,86.0,154.0,1985-12-01,B,読書、音楽鑑賞,東京都,36.0
11447,Nanami Kokona,七海ここな,ななみここな,85.0,,,154.0,1986-04-16,A,,神奈川県,35.0
11448,Nanahara Aya,七原彩,ななはらあや,84.0,60.0,86.0,156.0,1985-07-07,A,,東京都,36.0
11451,Hirayama Asuka,平山明日香,ひらやまあすか,,,,,,,,,
11452,Matusima Kozue,松嶋こずえ,まつしまこずえ,,,,,,,,,
11454,Miyuki Mami,みゆき真実,みゆきまみ,85.0,58.0,87.0,158.0,1986-04-10,,,,35.0
11474,Amamiya Manami,天宮まなみ（来嶋ゆきな）,あまみやまなみ（きしまゆきな）,86.0,58.0,85.0,163.0,1984-06-06,O,テニス、ピアノ、ショッピング,千葉県,37.0
11480,Hasumi Yui,蓮美ゆい,はすみゆい,83.0,58.0,85.0,,1983-04-29,O,絵画、音楽鑑賞,,38.0
11485,Dorii Gooruden,ドリー ゴールデン,どりー ごーるでん,,,,,,,,,
11490,Siina Rei,しいな怜,しいなれい,85.0,53.0,80.0,153.0,1984-01-31,A,野球、バスケ,新潟県,37.0
11491,Hiziri Makoto,聖まこと,ひじりまこと,87.0,59.0,88.0,,,,,,
11492,Nene,寧々,ねね,85.0,58.0,87.0,168.0,1985-01-15,O,テニス、音楽鑑賞、英語,東京都,36.0
11493,Kitagawa Emi,北川絵美,きたがわえみ,86.0,58.0,84.0,156.0,1982-03-24,A,映画鑑賞、ショッピング、雑貨集め、陸上,東京都,39.0
11502,Takahasi Mayumi,高橋真由美,たかはしまゆみ,82.0,56.0,85.0,162.0,1973-01-10,,,東京都,48.0
11519,Siina Yume,椎名ゆめ,しいなゆめ,83.0,58.0,85.0,160.0,1984-12-24,B,バレエ、ピアノ、ジム,京都府,37.0
11520,Matumoto Arisa,松本亜璃沙,まつもとありさ,86.0,60.0,84.0,158.0,1971-06-01,,,千葉県,50.0
11552,Himezima Rurika,姫島瑠梨香,ひめじまるりか,78.0,58.0,85.0,154.0,1985-03-20,A,音楽鑑賞、歌うこと,茨城県,36.0
11560,Kawakubo Natumi,川久保夏美,かわくぼなつみ,,,,,,,,,
11565,Sakai Kaede,酒井楓（美咲静）,さかいかえで（みさきしずか）,88.0,62.0,,,,,,,
11566,Yosino Midori,吉野碧,よしのみどり,85.0,60.0,88.0,170.0,1967-01-01,,,,54.0
11570,Akamatu Yuri,赤松由梨,あかまつゆり,90.0,59.0,88.0,159.0,,,,,
11573,Hurano Ai,ふらの愛,ふらのあい,88.0,61.0,88.0,156.0,1982-09-10,,料理,北海道,39.0
11579,Itizyou Miho,一条美穂,いちじょうみほ,88.0,60.0,86.0,163.0,1984-06-16,,スノーボード,東京都,37.0
11585,Nisino Hikaru,西野ひかる,にしのひかる,88.0,58.0,88.0,,1985-12-22,A,,,36.0
11586,Tomoe Yui,友恵ゆい,ともえゆい,92.0,60.0,90.0,,1983-02-16,,,東京都,38.0
11587,Ninomiya Saki,二宮沙樹,にのみやさき,83.0,60.0,86.0,158.0,1985-04-10,AB,ショッピング、ビデオ鑑賞,東京都,36.0
11588,Isihara Sayaka,石原さやか,いしはらさやか,80.0,60.0,82.0,153.0,1986-02-01,O,ピアノ、ショッピング,神奈川県,35.0
11595,Morita Ai,森田愛,もりたあい,,,,,,,,,
11598,Tubaki Maya,椿まや,つばきまや,,,,,,,,,
11603,Matunaga Sayuri,松永小百合,まつながさゆり,88.0,60.0,84.0,,,,,,
11623,Hanabusa Hiromi,花房ひろみ,はなぶさひろみ,,,,,,,,,
11628,Nakauti Natumi,中内菜摘,なかうちなつみ,,,,,,,,,
11631,Takeda Mayumi,竹田眞弓,たけだまゆみ,80.0,57.0,82.0,,,,,,
11636,Endou Mayumi,遠藤真弓,えんどうまゆみ,98.0,65.0,90.0,156.0,,,,,
11639,Sayuki,沙雪,さゆき,84.0,58.0,84.0,168.0,1983-12-15,O,映画鑑賞、スノボー、水泳、バドミントン、お琴,神奈川県,38.0
11640,Otosaki Honoka,乙咲ほのか,おとさきほのか,,,,,,,,,
11641,Ninomiya Sara,RION（二宮沙羅）,りおん（にのみやさら）,88.0,56.0,85.0,158.0,1985-12-12,AB,,,36.0
11659,Kawai Kana,川愛加奈,かわいかな,86.0,58.0,88.0,157.0,1985-05-11,B,おしゃべり、ソフトボール,東京都,36.0
11704,Kawai Natuna,可愛夏那,かわいなつな,,,,,,,,,
11708,Kawamine Sakura,川峰さくら,かわみねさくら,95.0,65.0,90.0,165.0,1986-06-22,B,ショッピング、料理,東京都,35.0
11713,Matuoka Riho,松岡理穂（佐藤みく）,まつおかりほ（さとうみく）,86.0,60.0,88.0,157.0,1985-07-25,A,ショッピング、映画鑑賞、ダンス、バトントワリング,,36.0
11714,Hayasi Maria,林マリア,はやしまりあ,103.0,60.0,92.0,155.0,1984-01-15,A,映画鑑賞,東京都,37.0
11732,Yasuda Misa,安田美沙,やすだみさ,,,,,,,,,
1134,Yamaguti Naomi,山口ナオミ,やまぐちなおみ,100.0,58.0,85.0,,1978-08-30,,,,43.0
1135,Yamaguti Rumi,山口ルミ,やまぐちるみ,,,,,,,,,
1137,Yamaguti Eri,山口絵梨,やまぐちえり,86.0,60.0,87.0,165.0,1982-03-02,,,,39.0
1138,Yamaguti Syuri,山口珠理,やまぐちしゅり,90.0,59.0,90.0,164.0,,,,,
1140,Yamaguti Nanae,山口奈々絵,やまぐちななえ,,,,,,,,,
1141,Yamaguti Mika,山口美薫,やまぐちみか,80.0,58.0,58.0,,,,,,
1142,Yamaguti Misa,山口美沙,やまぐちみさ,,,,152.0,1984-09-27,O,,東京都,37.0
1145,Yamaguti Reiko,山口玲子,やまぐちれいこ,98.0,60.0,89.0,150.0,1978-12-15,A,,愛知県,43.0
1146,Yamazaki Akari,山咲あかり,やまざきあかり,101.0,58.0,86.0,153.0,1979-09-08,A,ショッピング、パンティ、マイメログッズ集め,東京都,42.0
1147,Yamazaki Eri,山咲えり,やまざきえり,,,,,,,,,
1148,Yamasaki Haruna,山咲はるな,やまさきはるな,85.0,57.0,85.0,158.0,1982-08-10,O,ショッピング,北海道,39.0
1155,Yamabuki Keito,山吹ケイト,やまぶきけいと,99.0,60.0,90.0,,,,,,
1156,Yamabuki Keiko,山吹恵子,やまぶきけいこ,95.0,61.0,98.0,,,,,,
1162,Yamada Izumi,山田いずみ,やまだいずみ,83.0,57.0,86.0,,1979-10-18,AB,インターネット,,42.0
1166,Yamauti Siori,山内しおり,やまうちしおり,85.0,59.0,83.0,159.0,1981-02-10,A,水泳,神奈川県,40.0
1176,Yamano Zyunko,山野潤子,やまのじゅんこ,,,,,,,,,
1177,Itii Sizuka,市井静香,いちいしずか,90.0,60.0,87.0,,,,,,
1178,Itihara Tie,市原チエ,いちはらちえ,,,,,,,,,
1179,Itihara Manami,市原愛美,いちはらまなみ,,,,,,,,,
1181,Itikawa Hitomi,市川ひとみ,いちかわひとみ,82.0,61.0,92.0,166.0,1982-05-10,O,卓球,東京都,39.0
1182,Itikawa Hiromi,市川ひろみ,いちかわひろみ,,,,,,,,,
1183,Itikawa Aki,市川亜紀,いちかわあき,92.0,59.0,89.0,,,,,,
1186,Siga Tomoe,志賀友恵,しがともえ,,,,,,,,,
1189,Sakai Tinami,酒井ちなみ（紫葵）,さかいちなみ（むらさきあおい）,100.0,60.0,98.0,170.0,1979-01-01,O,犬の散歩、料理,北海道,42.0
1192,Kozima Kaori,児島香緒里,こじまかおり,87.0,60.0,88.0,166.0,1979-01-02,B,音楽鑑賞、ショッピング,東京都,42.0
1194,Terasaki Izumi,寺崎泉,てらさきいずみ,83.0,63.0,89.0,162.0,1971-04-06,B,,,50.0
1195,Terada Miyuki,寺田美由紀,てらだみゆき,,,,,,,,,
1197,Terasima Koharu,寺島小春,てらしまこはる,82.0,60.0,82.0,153.0,1981-08-07,O,ピアノ,東京都,40.0
1199,Terao Yuri,寺尾佑理,てらおゆり,85.0,57.0,84.0,153.0,1977-12-05,B,音楽鑑賞、ピアノ,東京都,44.0
1203,Motida Momo,持田もも,もちだもも,,,,,,,,,
1204,Motida Kaoru,持田薫,もちだかおる,90.0,60.0,88.0,160.0,1976-03-20,AB,睡眠,東京都,45.0
1207,Motida Ryouko,持田涼子,もちだりょうこ,,,,,,,,,
1212,Nanase Nana,七瀬ナナ,ななせなな,80.0,56.0,83.0,,,,,,
1213,Nanase Nanami,七瀬ななみ,ななせななみ,83.0,60.0,87.0,160.0,1981-08-28,A,ショッピング,神奈川県,40.0
1215,Nanase Yuna,七瀬ゆな,ななせゆな,88.0,60.0,86.0,,,,,,
1219,Muroi Kana,室井香菜,むろいかな,83.0,57.0,83.0,,,,,,
1220,Muroi Noriko,室井典子,むろいのりこ,,,,,,,,,
1224,Sinomiya Tise,篠宮知世,しのみやちせ,83.0,59.0,85.0,160.0,1974-03-27,A,オリジナル料理を作る,京都府,47.0
1225,Kamen Rubana,カーメン ルバナ,かーめん るばな,,,,,,,,,
1226,Sinomiya Ryou,篠宮涼,しのみやりょう,,,,,,,,,
1229,Sinohara Tamaki,篠原たまき,しのはらたまき,87.0,61.0,88.0,,,,,,
1230,Sinohara Makoto,篠原まこと,しのはらまこと,85.0,58.0,86.0,161.0,1980-04-30,B,映画鑑賞、ショッピング,東京都,41.0
1231,Sinohara Ayu,篠原鮎,しのはらあゆ,83.0,57.0,85.0,158.0,1975-03-24,O,,東京都,46.0
1232,Sinohara Mao,篠原真女（砂井春希）,しのはらまお（すないはるき）,88.0,59.0,88.0,160.0,1974-11-10,O,散歩,東京都,47.0
1234,Sinozaki Satomi,篠崎さとみ,しのざきさとみ,88.0,60.0,86.0,157.0,,,,,
1236,Sibata Haruka,柴田はるか,しばたはるか,83.0,59.0,88.0,155.0,1971-12-01,B,ビデオ鑑賞,,50.0
11735,Morisaki Minami,森咲南,もりさきみなみ,,,,,,A,,,
11736,Yuduki Hikaru,柚月ひかる,ゆづきひかる,,,,,,,,,
11751,Misaki Yuria,柊早矢（美咲ゆりあ）,ひいらぎさや（みさきゆりあ）,88.0,60.0,85.0,168.0,1976-08-21,O,料理、人間観察、着付、華道,東京都,45.0
11752,Aihara Risa,愛原理彩,あいはらりさ,88.0,60.0,87.0,165.0,1983-08-08,A,,東京都,38.0
11758,Haru Urara,春うらら,はるうらら,85.0,56.0,84.0,155.0,,O,本を読むこと、バスケ、水泳,埼玉県,
11763,Hanano Mai,黒木麻衣（花野真衣、SHIHO）,くろきまい（はなのまい、しほ）,90.0,57.0,88.0,168.0,1983-10-21,B,ショッピング、テニス、ネイルアート,東京都,38.0
11766,Gotou Maki,後藤真紀,ごとうまき,90.0,,,,,,,,
11768,Satou Ruri,佐藤るり,さとうるり,90.0,60.0,85.0,157.0,1984-06-02,O,英会話、読書、水泳,東京都,37.0
11771,Itikawa Haruka,市川はるか,いちかわはるか,88.0,58.0,84.0,,1986-03-10,A,料理、テニス,,35.0
11787,Kinosita Akari,木下あかり,きのしたあかり,90.0,59.0,87.0,149.0,1984-12-30,O,,東京都,37.0
11790,Uzuki Asuka,卯月あすか,うづきあすか,86.0,57.0,84.0,156.0,1984-01-22,O,散歩、料理、テニス,東京都,37.0
11791,Ebihara Yumi,蛯原友美,えびはらゆみ,80.0,57.0,82.0,158.0,,A,読書、バレーボール、書道,東京都,
11796,Kanazawa Nana,金沢なな,かなざわなな,,,,,,,,,
11823,Hosino Akari,星野あかり,ほしのあかり,88.0,58.0,88.0,162.0,1985-08-24,A,油絵、料理,京都府,36.0
11835,Momose Emiru,桃瀬えみる,ももせえみる,85.0,59.0,83.0,150.0,1985-03-22,O,音楽鑑賞、カラオケ、バレーボール、ピアノ,東京都,36.0
11837,Chaco,CHACO,ちゃこ,82.0,58.0,84.0,,,,,,
11840,Mako,摩湖,まこ,,,,,,,,,
11843,Amai Kokoa,甘衣ここあ,あまいここあ,,,,,,,,,
11845,Sazuki Yuri,咲月ゆり,さづきゆり,,,,,,,,,
11846,Ookosi Haruka,大越はるか,おおこしはるか,90.0,59.0,85.0,157.0,,,,,
11849,Atou Mako,阿当真子（合沢萌）,あとうまこ（あいざわもえ）,85.0,58.0,86.0,165.0,1981-05-15,O,麻雀、ダンス,,40.0
11850,Endou Nae,遠藤なえ,えんどうなえ,,,,,,,,,
11861,Kanno Arisa,菅野亜梨沙,かんのありさ,86.0,56.0,83.0,160.0,1983-01-29,A,走る事、ヨガ、読書、バレーボール、卓球,東京都,38.0
11866,Hosiyama Tisa,星山千彩,ほしやまちさ,88.0,58.0,88.0,,,,,,
11868,Iwasita Aki,岩下あき,いわしたあき,92.0,62.0,92.0,172.0,1984-12-20,O,買い物、剣道、バスケ、プロレス,東京都,37.0
11897,Nakanisi Ayano,仲西彩乃,なかにしあやの,,,,,,,,,
11921,Aiuti Moe,愛内萌,あいうちもえ,86.0,56.0,82.0,165.0,1981-12-01,A,,東京都,40.0
11922,Manabe Youko,眞鍋陽子,まなべようこ,,,,,,,,,
11924,Motizuki Yuu,望月優,もちづきゆう,85.0,60.0,88.0,155.0,,,,,
11931,Kobayasi Miyuki,小林みゆき,こばやしみゆき,88.0,58.0,86.0,160.0,1962-06-11,A,観劇、料理、ピアノ,大阪府,59.0
11943,Sugimoto Remi,杉本れみ,すぎもとれみ,,,,,,,,,
11973,Kawasaki Miki,川崎美紀,かわさきみき,,,,,,,,,
11976,Nakami Ryou,中美陵,なかみりょう,83.0,58.0,89.0,,,,,,
11977,Miyuki,美由樹,みゆき,,,,,,,,,
11987,Maria Sara,マリアサラ,まりあさら,,,,,,,,,
12005,Takagi Tika,高木千花,たかぎちか,82.0,57.0,81.0,,1983-09-05,,,,38.0
12006,Kamiya Hime,神谷姫,かみやひめ,83.0,55.0,80.0,162.0,1985-05-24,B,ショッピング、音楽鑑賞、寝ること,北海道,36.0
12010,Mito Seina,美都聖奈,みとせいな,,,,,,,,,
12017,Mori Eimi,森えいみ,もりえいみ,88.0,56.0,83.0,164.0,,,,,
12028,Ikuta Sanae,いくたさなえ,いくたさなえ,,,,,,,,,
12033,Kaoru Mai,薫まい,かおるまい,88.0,58.0,88.0,157.0,1984-08-02,A,カラオケ、メイク,北海道,37.0
12034,Natuki,なつき,なつき,83.0,60.0,87.0,,,O,水泳、ネコと遊ぶこと,,
12035,Mine Nayuka,峰なゆか,みねなゆか,93.0,59.0,91.0,162.0,1985-11-10,AB,読書、洋服作り,富山県,36.0
12039,Saitou Mao,さいとう真央,さいとうまお,85.0,57.0,86.0,157.0,1985-03-03,O,絵画,愛知県,36.0
12040,Hana,HANA,はな,85.0,59.0,86.0,,1986-12-24,O,カラオケ、買い物,,35.0
12042,Yasuda Mizuho,安田みずほ,やすだみずほ,86.0,58.0,88.0,,1985-11-22,B,音楽、散歩,,36.0
12044,Inamoto Tiemi,稲本ちえみ,いなもとちえみ,93.0,58.0,85.0,,1986-01-07,A,ツーリング,,35.0
12047,Yukimi Honoka,雪見ほのか,ゆきみほのか,84.0,58.0,85.0,155.0,1984-03-19,,料理、絵画,東京都,37.0
12049,Nakano Mina,中野美奈,なかのみな,90.0,59.0,86.0,156.0,1984-12-18,A,テニス、料理、ゲーム、柔軟,愛知県,37.0
12051,Kazami Wakaba,風見わかば,かざみわかば,,,,,1973-09-09,,,,48.0
12054,Nagayama Noriko,長山典子,ながやまのりこ,,,,,,,,,
12057,Hiroi Akua,広井あくあ,ひろいあくあ,,,,,,,,,
12076,Mituki Yuuko,美月ゆう子（長瀬優子）,みつきゆうこ（ながせゆうこ）,84.0,62.0,86.0,148.0,,O,,,
12083,Nanase Kurumi,七瀬くるみ,ななせくるみ,86.0,60.0,88.0,156.0,1984-09-21,A,,東京都,37.0
12089,Tazima Aki,田島亜樹,たじまあき,,,,,,,,,
12090,Hosino Aiko,星野あいこ,ほしのあいこ,,,,,,,,,
12092,Sakai Kaori,酒井香織,さかいかおり,,,,,,,,,
12093,Andou Natu,杏童なつ,あんどうなつ,,,,,,,,,
12094,Himesaki Yuki,姫咲ゆき,ひめさきゆき,,,,,,,,,
12095,Tanaka Mina,田中みな,たなかみな,,,,,,,,,
12096,Kurenai Asuka,紅飛鳥,くれないあすか,,,,,,,,,
12108,Sinomiya Keiko,篠宮慶子,しのみやけいこ,84.0,60.0,86.0,165.0,,A,妄想オナニー,東京都,
12114,Sakuragi Mio.jpg,桜木澪,さくらぎみお,,,,,,,,,
12115,Yamaguti Minori,山口みのり,やまぐちみのり,88.0,60.0,89.0,168.0,1985-02-03,,,,36.0
12121,Matuzaka Miruku,松坂みるく,まつざかみるく,105.0,63.0,88.0,156.0,1985-11-10,A,カラオケ、ショッピング,神奈川県,36.0
12122,Sirosaki Megu,城崎めぐ,しろさきめぐ,82.0,58.0,87.0,150.0,1984-11-28,O,,愛知県,37.0
12124,Mayumi Ryouko,真弓良子,まゆみりょうこ,,,,,,,,,
12126,Kannomina,菅野美奈,かんのみな,,,,,,,,,
12127,Orihara Mami,折原まみ,おりはらまみ,85.0,59.0,86.0,162.0,1986-01-20,B,寝ること、女磨き、人間観察、お菓子作り,東京都,35.0
12129,Oohasi Emi,大橋恵美,おおはしえみ,,,,,,,,,
12130,Ooduka Ami,大塚あみ,おおづかあみ,,,,,,,,,
12138,Siina Ayumi,椎名歩,しいなあゆみ,,,,,,,,,
12147,Katagiri Aoi,片桐あおい,かたぎりあおい,,,,,,,,,
12148,Kinosita Reiko,木下玲子,きのしたれいこ,,,,,,,,,
12150,Nomiya Kasumi,野宮和美,のみやかずみ,,,,,,,,,
12156,Amamiya Kaoru,雨宮かおる,あまみやかおる,86.0,59.0,85.0,,1985-07-07,O,愛犬と遊ぶ事,,36.0
12167,Ikeno Kokoro,池野心,いけのこころ,86.0,60.0,88.0,165.0,1985-07-02,O,ジェットスキー、料理、バレーボール、マッサージ,東京都,36.0
12175,Huzimori Kurara,藤森くらら,ふじもりくらら,83.0,59.0,85.0,161.0,1984-03-18,,,福岡県,37.0
12177,Manaka Yuri,真中ゆり,まなかゆり,85.0,58.0,85.0,164.0,1983-01-22,A,,神奈川県,38.0
12180,Matusima Zyun,松嶋淳,まつしまじゅん,,,,,,,,,
12181,Hukaya Riko,深谷理子,ふかやりこ,,,,,,,,,
12182,Mizusawa Daiya,水沢ダイヤ,みずさわだいや,,,,,,,,,
12183,Kanno Tomomi,菅野友美,かんのともみ,,,,,,,,,
12184,Aoyama Youko,青山葉子,あおやまようこ,88.0,58.0,85.0,,,,スノボ、ショッピング,,
12188,Takesita Nana,竹下なな,たけしたなな,85.0,63.0,88.0,165.0,1982-06-17,A,タップダンス、サッカー、入浴中の写メ,東京都,39.0
12189,Tutiya Mami,土屋まみ,つちやまみ,85.0,58.0,86.0,,,,,,
12191,Hukui Ami,福井亜美,ふくいあみ,93.0,62.0,89.0,,,,,,
12202,Mizuki Sara,美月沙羅,みづきさら,,,,,,,,,
12203,Ueno Misaki,上野美咲,うえのみさき,84.0,56.0,88.0,164.0,1983-07-03,A,映画鑑賞,徳島県,38.0
12204,Koino Ren,恋野恋,こいのれん,80.0,56.0,80.0,147.0,1986-08-08,O,インターネット、読書,北海道,35.0
12205,Adati Miku,阿立未来,あだちみく,,,,,,,,,
12211,Tokiwa Kyouko,常磐響子,ときわきょうこ,,,,,,,,,
12212,Terasima Kyouko,寺島杏子,てらしまきょうこ,,,,,,,,,
12213,Kisaragi Miya,如月美夜,きさらぎみや,93.0,62.0,86.0,158.0,,,,,
12215,Komatu Kanan,小松果南,こまつかなん,93.0,60.0,60.0,156.0,,,,,
12217,Saeki Miho,佐伯美歩,さえきみほ,85.0,58.0,86.0,,1985-04-15,A,ネイルアート,,36.0
12218,Kaori,KAORI,かおり,90.0,58.0,90.0,165.0,1978-05-08,AB,スノーボード、カラオケ、読書、映画鑑賞、エレクトーン,千葉県,43.0
12219,Inoue Wakako,井ノ上和香子,いのうえわかこ,,,,,,,,,
12220,Sibasaki Yuu,柴咲ユウ,しばさきゆう,100.0,63.0,84.0,,1984-03-03,O,料理,,37.0
12221,Watanabe Kumi,渡辺久美,わたなべくみ,,,,,,,,,
12222,Asamiya Tisato,麻宮千聖,あさみやちさと,90.0,58.0,88.0,157.0,1969-12-28,A,,,52.0
12229,Nomoto Miho,野本美穂,のもとみほ,83.0,58.0,83.0,166.0,,,,,
12233,Akiyosi Kumi,秋吉くみ,あきよしくみ,,,,,,,,,
12235,Asaki Mei,朝木めい,あさきめい,,,,,,A,,,
12237,Amamiya Ramu,雨宮ラム,あめみやらむ,,,,,,,,,
12266,Haneda Yuka,羽田夕夏,はねだゆか,105.0,56.0,90.0,160.0,1985-07-14,O,散歩、料理、ネイルアート、ダンス,東京都,36.0
12269,Hinata Yumi,日向ゆみ,ひなたゆみ,95.0,60.0,88.0,158.0,1970-10-15,O,お酒、買い物,東京都,51.0
12289,Seto Zyun,瀬戸純,せとじゅん,,,,,,,,,
12298,Sasaki Miu,佐々木美羽,ささきみう,110.0,67.0,95.0,160.0,,,,,
12336,Miyazaki Siho,宮咲志帆,みやざきしほ,85.0,59.0,90.0,160.0,1986-03-20,A,エッチな妄想、映画鑑賞、剃毛,,35.0
12344,Kuroduki Aki,黒月あき,くろづきあき,93.0,57.0,85.0,,1985-08-20,B,,,36.0
12355,Minato Ayumi,みなとあゆみ,みなとあゆみ,88.0,58.0,84.0,,,,,,
12360,Motiduki Rumi,もちづきる美,もちづきるみ,82.0,56.0,83.0,165.0,1971-10-26,O,,宮城県,50.0
12363,Toono Natuko,遠野奈津子,とおのなつこ,88.0,56.0,85.0,164.0,1977-03-26,B,,,44.0
12369,Hosoi Kanami,細井架奈美,ほそいかなみ,,,,,,,,,
12371,Ono Saori,小野砂織,おのさおり,90.0,59.0,89.0,171.0,1975-09-27,O,,宮城県,46.0
12390,Sakurai Yuuko,櫻井ゆうこ,さくらいゆうこ,110.0,61.0,88.0,167.0,1979-11-27,O,ゴルフ、水泳、ピアノ,千葉県,42.0
12399,Momose Aika,桃瀬あいか,ももせあいか,88.0,58.0,86.0,164.0,1984-12-30,B,ショッピング,東京都,37.0
12404,Amami Rei,天海麗,あまみれい,80.0,56.0,80.0,150.0,1984-03-28,A,手芸、英会話、海洋学,静岡県,37.0
12422,Yanase Haruka,柳瀬遥,やなせはるか,84.0,54.0,80.0,149.0,1986-01-15,A,ショッピング、水泳,石川県,35.0
12424,Saeki Tomo,佐伯とも,さえきとも,,,,,,,,,
12434,Hayama Runa,葉山瑠菜,はやまるな,86.0,58.0,85.0,156.0,1986-01-14,AB,クラブ、料理、テニス,奈良県,35.0
12435,Kuroiwa Yuki,黒岩ゆき,くろいわゆき,,,,,,,,,
12440,@you,@YOU,あっとゆー,94.0,57.0,90.0,160.0,1986-08-25,A,カラオケ,東京都,35.0
12449,Katase Mika,片瀬美香,かたせみか,,,,,,,,,
12454,Sakurai Risa,桜井りさ,さくらいりさ,,,,,,,,,
